#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr5	94111699	94111700	NM_001163417	0.0	-	FAM172A	31728
chr5	108382098	108382099	NM_001163315	0.0	-	FBXL17	31729
chr5	73120560	73120561	NM_001161342	0.0	+	TMEM171	31730
chr5	180909563	180909564	NM_001159710	0.0	+	BTNL8	31731
chr5	111758096	111758097	NM_001142477	0.0	-	NREP	31732
chr5	111758218	111758219	NM_001142476	0.0	-	NREP	31733
chr5	180899076	180899077	NM_001159708	0.0	+	BTNL8	31734
chr5	151157882	151157883	NM_001155	0.0	-	ANXA6	31735
chr5	151924836	151924837	NM_001146040	0.0	-	GLRA1	31736
chr5	94618604	94618605	NM_001145678	0.0	-	KIAA0825	31737
chr5	34684506	34684507	NM_001145525	0.0	+	RAI14	31738
chr5	34687558	34687559	NM_001145523	0.0	+	RAI14	31739
chr5	34656490	34656491	NM_001145520	0.0	+	RAI14	31740
chr5	6448622	6448623	NM_001145161	0.0	+	UBE2QL1	31741
chr5	111757702	111757703	NM_001142478	0.0	-	NREP	31742
chr5	111757555	111757556	NM_001142479	0.0	-	NREP	31743
chr5	111757555	111757556	NM_001142480	0.0	-	NREP	31744
chr5	111757409	111757410	NM_001142481	0.0	-	NREP	31745
chr5	111757407	111757408	NM_001142482	0.0	-	NREP	31746
chr5	111756251	111756252	NM_001142483	0.0	-	NREP	31747
chr5	180899076	180899077	NM_001159707	0.0	+	BTNL8	31748
chr5	172641265	172641266	NM_001142651	0.0	+	NEURL1B	31749
chr5	177510426	177510427	NM_001144875	0.0	-	DOK3	31750
chr5	177510426	177510427	NM_001144876	0.0	-	DOK3	31751
chr5	142621355	142621356	NM_001144892	0.0	-	FGF1	31752
chr5	142698070	142698071	NM_001144934	0.0	-	FGF1	31753
chr5	142698070	142698071	NM_001144935	0.0	-	FGF1	31754
chr5	157671552	157671553	NM_001145132	0.0	+	C5orf52	31755
chr5	177312291	177312292	NM_001142935	0.0	-	MXD3	31756
chr5	150357638	150357639	NM_001135244	0.0	+	TCOF1	31757
chr5	32313008	32313009	NM_001040446	0.0	-	MTMR12	31758
chr5	119629558	119629559	NM_001163991	0.0	+	FAM170A	31759
chr5	160199040	160199041	NM_001040442	0.0	+	FABP6	31760
chr5	179559691	179559692	NM_001040451	0.0	+	RUFY1	31761
chr5	148637061	148637062	NM_001040169	0.0	-	HTR4	31762
chr5	148637061	148637062	NM_001040172	0.0	-	HTR4	31763
chr5	148637061	148637062	NM_001040173	0.0	-	HTR4	31764
chr5	148335558	148335559	NM_001040433	0.0	+	SPINK9	31765
chr5	115296761	115296762	NM_001040440	0.0	-	CCDC112	31766
chr5	140633701	140633702	NM_001040021	0.0	-	CD14	31767
chr5	146447309	146447310	NM_001040006	0.0	+	TCERG1	31768
chr5	148268859	148268860	NM_001040129	0.0	+	SPINK13	31769
chr5	179559691	179559692	NM_001040452	0.0	+	RUFY1	31770
chr5	180899076	180899077	NM_001040462	0.0	+	BTNL8	31771
chr5	69560246	69560247	NM_001042490	0.0	+	GTF2H2C_2	31772
chr5	71067650	71067651	NM_001042490	0.0	-	GTF2H2C_2	31773
chr5	1445428	1445429	NM_001044	0.0	-	SLC6A3	31774
chr5	144170714	144170715	NM_001024947	0.0	-	YIPF5	31775
chr5	177303744	177303745	NM_001031677	0.0	-	RAB24	31776
chr5	176630681	176630682	NM_001099408	0.0	+	EIF4E1B	31777
chr5	177400636	177400637	NM_001029886	0.0	-	PFN3	31778
chr5	123512098	123512099	NM_001031812	0.0	+	CSNK1G3	31779
chr5	82278416	82278417	NM_001025	0.0	-	RPS23	31780
chr5	150449756	150449757	NM_001025070	0.0	-	RPS14	31781
chr5	150449756	150449757	NM_001025071	0.0	-	RPS14	31782
chr5	150412936	150412937	NM_001025158	0.0	-	CD74	31783
chr5	150412936	150412937	NM_001025159	0.0	-	CD74	31784
chr5	132747444	132747445	NM_001039780	0.0	+	CCNI2	31785
chr5	110726749	110726750	NM_001039763	0.0	-	TMEM232	31786
chr5	180810137	180810138	NM_001114617	0.0	-	MGAT1	31787
chr5	178153960	178153961	NM_001034833	0.0	-	NHP2	31788
chr5	170504035	170504036	NM_001034837	0.0	+	KCNIP1	31789
chr5	139198376	139198377	NM_001037633	0.0	-	SIL1	31790
chr5	171387703	171387704	NM_001037738	0.0	+	NPM1	31791
chr5	69415111	69415112	NM_001038603	0.0	+	MARVELD2	31792
chr5	123545416	123545417	NM_001044723	0.0	+	CSNK1G3	31793
chr5	176361807	176361808	NM_001079684	0.0	-	KIAA1191	31794
chr5	176361807	176361808	NM_001079685	0.0	-	KIAA1191	31795
chr5	59893794	59893795	NM_001104631	0.0	-	PDE4D	31796
chr5	155013699	155013700	NM_001099293	0.0	+	KIF4B	31797
chr5	79612419	79612420	NM_001114394	0.0	+	PAPD4	31798
chr5	79612419	79612420	NM_001114393	0.0	+	PAPD4	31799
chr5	153490523	153490524	NM_001114183	0.0	+	GRIA1	31800
chr5	64165843	64165844	NM_001113561	0.0	+	RNF180	31801
chr5	147235015	147235016	NM_001112724	0.0	+	STK32A	31802
chr5	167754935	167754936	NM_001080428	0.0	+	TENM2	31803
chr5	141619055	141619056	NM_001079812	0.0	-	DIAPH1	31804
chr5	170232916	170232917	NM_001102609	0.0	+	C5orf58	31805
chr5	138033113	138033114	NM_001101800	0.0	-	FAM13B	31806
chr5	157142775	157142776	NM_001100816	0.0	-	MED7	31807
chr5	31532175	31532176	NM_001100412	0.0	-	DROSHA	31808
chr5	81233319	81233320	NM_001099736	0.0	+	CKMT2	31809
chr5	81233319	81233320	NM_001099735	0.0	+	CKMT2	31810
chr5	157460018	157460019	NM_001099287	0.0	+	NIPAL4	31811
chr5	75717488	75717489	NM_001099271	0.0	-	POC5	31812
chr5	191510	191511	NM_001080478	0.0	+	LRRC14B	31813
chr5	113488830	113488831	NM_001085377	0.0	-	MCC	31814
chr5	42811922	42811923	NM_001085486	0.0	-	SEPP1	31815
chr5	7851490	7851491	NM_001089584	0.0	-	C5orf49	31816
chr5	42811922	42811923	NM_001093726	0.0	-	SEPP1	31817
chr5	65624730	65624731	NM_001093755	0.0	+	TRAPPC13	31818
chr5	138033113	138033114	NM_001101801	0.0	-	FAM13B	31819
chr5	65624730	65624731	NM_001093756	0.0	+	TRAPPC13	31820
chr5	62306161	62306162	NM_001098511	0.0	+	KIF2A	31821
chr5	69560223	69560224	NM_001098728	0.0	+	GTF2H2C	31822
chr5	71067673	71067674	NM_001098728	0.0	-	GTF2H2C	31823
chr5	132777375	132777376	NM_001098811	0.0	-	SEPT8	31824
chr5	132777375	132777376	NM_001098812	0.0	-	SEPT8	31825
chr5	132777869	132777870	NM_001098813	0.0	-	SEPT8	31826
chr5	43313512	43313513	NM_001098272	0.0	-	HMGCS1	31827
chr5	43397264	43397265	NM_001301875	0.0	-	CCL28	31828
chr7	148987526	148987527	NR_130107	0.0	+	GHET1	31829
chr5	122312068	122312069	NM_001242935	0.0	+	SNCAIP	31830
chr5	144170714	144170715	NM_030799	0.0	-	YIPF5	31831
chr5	177312291	177312292	NM_031300	0.0	-	MXD3	31832
chr5	177509857	177509858	NM_024872	0.0	-	DOK3	31833
chr5	65624730	65624731	NM_024941	0.0	+	TRAPPC13	31834
chr5	179550560	179550561	NM_025158	0.0	+	RUFY1	31835
chr5	177446794	177446795	NM_030567	0.0	+	PRR7	31836
chr5	148383934	148383935	NM_030793	0.0	+	FBXO38	31837
chr5	180899076	180899077	NM_024850	0.0	+	BTNL8	31838
chr5	1523961	1523962	NM_024830	0.0	-	LPCAT1	31839
chr5	35617886	35617887	NM_024867	0.0	+	SPEF2	31840
chr5	75511629	75511630	NM_031361	0.0	-	COL4A3BP	31841
chr5	140786135	140786136	NM_031410	0.0	+	PCDHA1	31842
chr5	140786135	140786136	NM_031411	0.0	+	PCDHA1	31843
chr5	140794858	140794859	NM_031495	0.0	+	PCDHA2	31844
chr5	140794858	140794859	NM_031496	0.0	+	PCDHA2	31845
chr5	95683010	95683011	NM_031952	0.0	-	SPATA9	31846
chr5	69093948	69093949	NM_024055	0.0	+	SLC30A5	31847
chr5	140807073	140807074	NM_031500	0.0	+	PCDHA4	31848
chr5	7869103	7869104	NM_024010	0.0	+	MTRR	31849
chr5	7869037	7869038	NM_024091	0.0	-	FASTKD3	31850
chr5	70025250	70025251	NM_022978	0.0	+	SERF1B	31851
chr5	70900668	70900669	NM_022978	0.0	+	SERF1B	31852
chr5	37249428	37249429	NM_023073	0.0	-	C5orf42	31853
chr5	892824	892825	NM_023924	0.0	-	BRD9	31854
chr5	159099780	159099781	NM_024007	0.0	-	EBF1	31855
chr5	850986	850987	NM_024786	0.0	-	ZDHHC11	31856
chr5	72320366	72320367	NM_024754	0.0	+	PTCD2	31857
chr5	140821775	140821776	NM_031501	0.0	+	PCDHA5	31858
chr5	160312600	160312601	NM_024565	0.0	-	CCNJL	31859
chr5	168579609	168579610	NM_024594	0.0	-	PANK3	31860
chr5	154445956	154445957	NM_024632	0.0	+	SAP30L	31861
chr5	56233359	56233360	NM_024669	0.0	-	ANKRD55	31862
chr5	134873769	134873770	NM_024715	0.0	+	TXNDC15	31863
chr5	140801197	140801198	NM_031497	0.0	+	PCDHA3	31864
chr5	140827921	140827922	NM_031848	0.0	+	PCDHA6	31865
chr5	170232916	170232917	NM_001305395	0.0	+	C5orf58	31866
chr5	94111699	94111700	NM_032042	0.0	-	FAM172A	31867
chr5	111071691	111071692	NM_033035	0.0	+	TSLP	31868
chr5	181261118	181261119	NM_032765	0.0	-	TRIM52	31869
chr5	40841307	40841308	NM_032587	0.0	+	CARD6	31870
chr5	148312426	148312427	NM_032566	0.0	+	SPINK7	31871
chr5	141489240	141489241	NM_032407	0.0	+	PCDHGC5	31872
chr5	141485173	141485174	NM_032406	0.0	+	PCDHGC4	31873
chr5	141476001	141476002	NM_032403	0.0	+	PCDHGC3	31874
chr5	113435031	113435032	NM_032028	0.0	-	TSSK1B	31875
chr5	175968315	175968316	NM_032361	0.0	-	THOC3	31876
chr5	94618685	94618686	NM_032290	0.0	+	SLF1	31877
chr5	6378526	6378527	NM_032286	0.0	-	MED10	31878
chr5	81301582	81301583	NM_032280	0.0	+	ZCCHC9	31879
chr5	134905119	134905120	NM_032151	0.0	+	PCBD2	31880
chr5	90558799	90558800	NM_032119	0.0	+	ADGRV1	31881
chr5	77638697	77638698	NM_032109	0.0	-	OTP	31882
chr5	140827921	140827922	NM_031849	0.0	+	PCDHA6	31883
chr5	110738993	110738994	NM_001303249	0.0	+	SLC25A46	31884
chr5	140855882	140855883	NM_031860	0.0	+	PCDHA10	31885
chr5	140867512	140867513	NM_031861	0.0	+	PCDHA11	31886
chr5	140875301	140875302	NM_031864	0.0	+	PCDHA12	31887
chr5	140834383	140834384	NM_031852	0.0	+	PCDHA7	31888
chr5	140841321	140841322	NM_031856	0.0	+	PCDHA8	31889
chr5	140847771	140847772	NM_031857	0.0	+	PCDHA9	31890
chr5	140855882	140855883	NM_031859	0.0	+	PCDHA10	31891
chr5	140882268	140882269	NM_031865	0.0	+	PCDHA13	31892
chr5	10441861	10441862	NM_031916	0.0	+	ROPN1L	31893
chr5	141476001	141476002	NM_032402	0.0	+	PCDHGC3	31894
chr5	69167009	69167010	NM_031966	0.0	+	CCNB1	31895
chr5	140926716	140926717	NM_031882	0.0	+	PCDHAC1	31896
chr5	140966766	140966767	NM_031883	0.0	+	PCDHAC2	31897
chr5	35048135	35048136	NM_031900	0.0	-	AGXT2	31898
chr5	160370641	160370642	NM_031908	0.0	-	C1QTNF2	31899
chr5	1008961	1008962	NM_033120	0.0	+	NKD2	31900
chr5	70900662	70900663	NM_022968	0.0	+	SERF1A	31901
chr5	177089549	177089550	NM_022963	0.0	+	FGFR4	31902
chr5	141172620	141172621	NM_018940	0.0	+	PCDHB7	31903
chr5	146203599	146203600	NM_018989	0.0	+	RBM27	31904
chr5	65722114	65722115	NM_019072	0.0	-	SGTB	31905
chr5	141094606	141094607	NM_018936	0.0	+	PCDHB2	31906
chr5	141100241	141100242	NM_018937	0.0	+	PCDHB3	31907
chr5	141121749	141121750	NM_018938	0.0	+	PCDHB4	31908
chr5	141150021	141150022	NM_018939	0.0	+	PCDHB6	31909
chr5	141187126	141187127	NM_019119	0.0	+	PCDHB9	31910
chr5	141245348	141245349	NM_018935	0.0	+	PCDHB15	31911
chr5	176361807	176361808	NM_020444	0.0	-	KIAA1191	31912
chr5	141222325	141222326	NM_018934	0.0	+	PCDHB14	31913
chr5	141177789	141177790	NM_019120	0.0	+	PCDHB8	31914
chr5	9630351	9630352	NM_019599	0.0	-	TAS2R1	31915
chr5	146182787	146182788	NM_020117	0.0	-	LARS	31916
chr5	133968715	133968716	NM_020199	0.0	-	C5orf15	31917
chr5	70025244	70025245	NM_022968	0.0	+	SERF1A	31918
chr5	57173947	57173948	NM_022913	0.0	+	GPBP1	31919
chr5	70924940	70924941	NM_022875	0.0	+	SMN2	31920
chr5	140801197	140801198	NM_018906	0.0	+	PCDHA3	31921
chr5	140807073	140807074	NM_018907	0.0	+	PCDHA4	31922
chr5	140821775	140821776	NM_018908	0.0	+	PCDHA5	31923
chr5	140867512	140867513	NM_018902	0.0	+	PCDHA11	31924
chr5	140875301	140875302	NM_018903	0.0	+	PCDHA12	31925
chr5	140882268	140882269	NM_018904	0.0	+	PCDHA13	31926
chr5	140794858	140794859	NM_018905	0.0	+	PCDHA2	31927
chr5	140827921	140827922	NM_018909	0.0	+	PCDHA6	31928
chr5	141192378	141192379	NM_018930	0.0	+	PCDHB10	31929
chr5	141213918	141213919	NM_018933	0.0	+	PCDHB13	31930
chr5	141208718	141208719	NM_018932	0.0	+	PCDHB12	31931
chr5	140834383	140834384	NM_018910	0.0	+	PCDHA7	31932
chr5	140841321	140841322	NM_018911	0.0	+	PCDHA8	31933
chr5	141485173	141485174	NM_018928	0.0	+	PCDHGC4	31934
chr5	141489240	141489241	NM_018929	0.0	+	PCDHGC5	31935
chr5	136365476	136365477	NM_020389	0.0	-	TRPC7	31936
chr5	141199774	141199775	NM_018931	0.0	+	PCDHB11	31937
chr5	7396229	7396230	NM_020546	0.0	+	ADCY2	31938
chr5	304175	304176	NM_020731	0.0	+	AHRR	31939
chr5	69093948	69093949	NM_022902	0.0	+	SLC30A5	31940
chr5	71128756	71128757	NM_022892	0.0	-	NAIP	31941
chr5	71025114	71025115	NM_022892	0.0	-	NAIP	31942
chr5	70924940	70924941	NM_022877	0.0	+	SMN2	31943
chr5	70049522	70049523	NM_022877	0.0	+	SMN2	31944
chr5	70924940	70924941	NM_022876	0.0	+	SMN2	31945
chr5	70049522	70049523	NM_022876	0.0	+	SMN2	31946
chr5	178627053	178627054	NM_020666	0.0	-	CLK4	31947
chr5	70049522	70049523	NM_022875	0.0	+	SMN2	31948
chr5	70924940	70924941	NM_022874	0.0	+	SMN1	31949
chr5	70049522	70049523	NM_022874	0.0	+	SMN1	31950
chr5	113513693	113513694	NM_022828	0.0	+	YTHDC2	31951
chr5	178130960	178130961	NM_022762	0.0	+	RMND5B	31952
chr5	175478510	175478511	NM_022754	0.0	+	SFXN1	31953
chr5	87268923	87268924	NM_022650	0.0	+	RASA1	31954
chr5	43483890	43483891	NM_022483	0.0	-	C5orf28	31955
chr5	61332272	61332273	NM_020928	0.0	+	ZSWIM6	31956
chr5	141181689	141181690	NM_020957	0.0	+	PCDHB16	31957
chr5	171309283	171309284	NM_021025	0.0	+	TLX3	31958
chr5	45696118	45696119	NM_021072	0.0	-	HCN1	31959
chr5	179345430	179345431	NM_021599	0.0	-	ADAMTS2	31960
chr5	161548124	161548125	NM_021911	0.0	-	GABRB2	31961
chr5	65722195	65722196	NM_020726	0.0	+	NLN	31962
chr5	70025244	70025245	NM_021967	0.0	+	SERF1A	31963
chr5	160400097	160400098	NM_022090	0.0	-	ZBED8	31964
chr5	65563168	65563169	NM_022145	0.0	-	CENPK	31965
chr5	175681460	175681461	NM_022304	0.0	+	HRH2	31966
chr5	177133831	177133832	NM_022455	0.0	+	NSD1	31967
chr5	139198376	139198377	NM_022464	0.0	-	SIL1	31968
chr5	141682233	141682234	NM_022481	0.0	-	ARAP3	31969
chr5	70900662	70900663	NM_021967	0.0	+	SERF1A	31970
chr5	144170872	144170873	NM_020768	0.0	+	KCTD16	31971
chr5	142686495	142686496	NM_033136	0.0	-	FGF1	31972
chr5	159207826	159207827	NM_144726	0.0	-	RNF145	31973
chr5	147056137	147056138	NM_181674	0.0	-	PPP2R2B	31974
chr5	68288423	68288424	NM_181524	0.0	+	PIK3R1	31975
chr5	157652420	157652421	NM_178424	0.0	-	SOX30	31976
chr5	127030808	127030809	NM_178450	0.0	-	MARCH3	31977
chr5	64165843	64165844	NM_178532	0.0	+	RNF180	31978
chr5	102296549	102296550	NM_180991	0.0	-	SLCO4C1	31979
chr5	68290638	68290639	NM_181504	0.0	+	PIK3R1	31980
chr5	159099780	159099781	NM_182708	0.0	-	EBF1	31981
chr5	43603126	43603127	NM_182977	0.0	+	NNT	31982
chr5	55535078	55535079	NM_176895	0.0	-	PLPP1	31983
chr5	146878785	146878786	NM_181675	0.0	-	PPP2R2B	31984
chr5	147056137	147056138	NM_181676	0.0	-	PPP2R2B	31985
chr5	147081470	147081471	NM_181677	0.0	-	PPP2R2B	31986
chr5	147081470	147081471	NM_181678	0.0	-	PPP2R2B	31987
chr5	178941192	178941193	NM_182594	0.0	+	ZNF454	31988
chr5	68215755	68215756	NM_181523	0.0	+	PIK3R1	31989
chr5	134967905	134967906	NM_178019	0.0	+	CATSPER3	31990
chr5	142614161	142614162	NM_033137	0.0	-	FGF1	31991
chr5	64768669	64768670	NM_173829	0.0	-	SREK1IP1	31992
chr5	141636949	141636950	NM_173828	0.0	+	RELL2	31993
chr5	157743694	157743695	NM_173491	0.0	+	LSM11	31994
chr5	177780504	177780505	NM_173663	0.0	-	FAM153A	31995
chr5	176365467	176365468	NM_173664	0.0	+	ARL10	31996
chr5	94618604	94618605	NM_173665	0.0	-	KIAA0825	31997
chr5	79612419	79612420	NM_173797	0.0	+	PAPD4	31998
chr5	53109772	53109773	NM_176806	0.0	-	MOCS2	31999
chr5	41071342	41071343	NM_173489	0.0	-	MROH2B	32000
chr5	41904343	41904344	NM_175921	0.0	+	C5orf51	32001
chr5	60945128	60945129	NM_174889	0.0	+	NDUFAF2	32002
chr5	36066921	36066922	NM_174914	0.0	-	UGT3A2	32003
chr5	100903285	100903286	NM_175052	0.0	-	ST8SIA4	32004
chr5	180209130	180209131	NM_175062	0.0	-	RASGEF1C	32005
chr5	55994993	55994994	NM_175767	0.0	-	IL6ST	32006
chr5	132813323	132813324	NM_175873	0.0	+	SOWAHA	32007
chr5	119629558	119629559	NM_182761	0.0	+	FAM170A	32008
chr5	43557093	43557094	NM_182789	0.0	-	PAIP1	32009
chr5	134115606	134115607	NM_201632	0.0	+	TCF7	32010
chr5	181204340	181204341	NM_203296	0.0	-	TRIM7	32011
chr5	181204340	181204341	NM_203295	0.0	-	TRIM7	32012
chr5	181204340	181204341	NM_203294	0.0	-	TRIM7	32013
chr5	181205293	181205294	NM_203293	0.0	-	TRIM7	32014
chr5	134115606	134115607	NM_201634	0.0	+	TCF7	32015
chr5	38445475	38445476	NM_182801	0.0	+	EGFLAM	32016
chr5	148637061	148637062	NM_199453	0.0	-	HTR4	32017
chr5	90529584	90529585	NM_198273	0.0	-	LYSMD3	32018
chr5	39219578	39219579	NM_199335	0.0	-	FYB	32019
chr5	95620275	95620276	NM_199243	0.0	+	GPR150	32020
chr5	37835491	37835492	NM_199231	0.0	-	GDNF	32021
chr5	171387703	171387704	NM_199185	0.0	+	NPM1	32022
chr5	10249909	10249910	NM_199133	0.0	-	FAM173B	32023
chr5	181223262	181223263	NM_201627	0.0	+	TRIM41	32024
chr5	181200930	181200931	NM_203297	0.0	-	TRIM7	32025
chr5	162067641	162067642	NM_198904	0.0	+	GABRG2	32026
chr5	162067641	162067642	NM_198903	0.0	+	GABRG2	32027
chr5	43557419	43557420	NM_183323	0.0	-	PAIP1	32028
chr5	140673586	140673587	NM_194249	0.0	-	DND1	32029
chr5	146516113	146516114	NM_194251	0.0	-	GPR151	32030
chr5	34929592	34929593	NM_194283	0.0	+	DNAJC21	32031
chr5	65481877	65481878	NM_197941	0.0	-	ADAMTS6	32032
chr5	180988844	180988845	NM_197975	0.0	+	BTNL3	32033
chr5	38403531	38403532	NM_182798	0.0	+	EGFLAM	32034
chr5	95555120	95555121	NM_198150	0.0	+	ARSK	32035
chr5	154190734	154190735	NM_198321	0.0	+	GALNT10	32036
chr5	151771914	151771915	NM_198395	0.0	+	G3BP1	32037
chr5	100535304	100535305	NM_198507	0.0	+	FAM174A	32038
chr5	43515171	43515172	NM_198566	0.0	-	C5orf34	32039
chr5	66596347	66596348	NM_198828	0.0	+	MAST4	32040
chr5	179907856	179907857	NM_198868	0.0	-	TBC1D9B	32041
chr5	115962453	115962454	NM_173800	0.0	+	LVRN	32042
chr5	73120560	73120561	NM_173490	0.0	+	TMEM171	32043
chr5	172006873	172006874	NM_033644	0.0	-	FBXW11	32044
chr5	10308056	10308057	NM_138809	0.0	-	CMBL	32045
chr5	110738993	110738994	NM_138773	0.0	+	SLC25A46	32046
chr5	176810558	176810559	NM_133369	0.0	+	UNC5A	32047
chr5	131797063	131797064	NM_133372	0.0	-	FNIP1	32048
chr5	36876758	36876759	NM_133433	0.0	+	NIPBL	32049
chr5	132826310	132826311	NM_133456	0.0	-	SHROOM1	32050
chr5	129460409	129460410	NM_133638	0.0	+	ADAMTS19	32051
chr5	111512597	111512598	NM_139164	0.0	-	STARD4	32052
chr5	102499016	102499017	NM_173488	0.0	-	SLCO6A1	32053
chr5	177303744	177303745	NM_130781	0.0	-	RAB24	32054
chr5	176388782	176388783	NM_138820	0.0	+	HIGD2A	32055
chr5	55851378	55851379	NM_139017	0.0	+	IL31RA	32056
chr5	180292071	180292072	NM_139068	0.0	-	MAPK9	32057
chr5	180292071	180292072	NM_139069	0.0	-	MAPK9	32058
chr5	180292071	180292072	NM_139070	0.0	-	MAPK9	32059
chr5	111073313	111073314	NM_138551	0.0	+	TSLP	32060
chr5	157166268	157166269	NM_130899	0.0	-	FAM71B	32061
chr5	65624360	65624361	NM_033227	0.0	-	TRIM23	32062
chr5	176610130	176610131	NM_052899	0.0	-	GPRIN1	32063
chr5	172006873	172006874	NM_033645	0.0	-	FBXW11	32064
chr5	65624360	65624361	NM_033228	0.0	-	TRIM23	32065
chr5	157575823	157575824	NM_033274	0.0	-	ADAM19	32066
chr5	181205293	181205294	NM_033342	0.0	-	TRIM7	32067
chr5	141651419	141651420	NM_033449	0.0	-	FCHSD1	32068
chr5	181223262	181223263	NM_033549	0.0	+	TRIM41	32069
chr5	81394169	81394170	NM_130767	0.0	-	ACOT12	32070
chr5	178590555	178590556	NM_173465	0.0	-	COL23A1	32071
chr5	176647386	176647387	NM_130465	0.0	+	TSPAN17	32072
chr5	140257	140258	NM_052909	0.0	+	PLEKHG4B	32073
chr5	160119445	160119446	NM_052927	0.0	-	PWWP2A	32074
chr5	132873665	132873666	NM_052971	0.0	+	LEAP2	32075
chr5	179802875	179802876	NM_054013	0.0	-	MGAT4B	32076
chr5	138083891	138083892	NM_058244	0.0	+	WNT8A	32077
chr5	177472870	177472871	NM_080881	0.0	-	DBN1	32078
chr5	111092171	111092172	NM_139281	0.0	+	WDR36	32079
chr5	35617886	35617887	NM_144722	0.0	+	SPEF2	32080
chr5	56909259	56909260	NM_153706	0.0	+	SETD9	32081
chr5	177133078	177133079	NM_172349	0.0	+	NSD1	32082
chr5	132673985	132673986	NM_172348	0.0	+	IL4	32083
chr5	156326756	156326757	NM_172244	0.0	+	SGCD	32084
chr5	150289840	150289841	NM_171825	0.0	-	CAMK2A	32085
chr5	134177033	134177034	NM_170679	0.0	-	SKP1	32086
chr5	34839163	34839164	NM_144725	0.0	+	TTC23L	32087
chr5	37371126	37371127	NM_153485	0.0	-	NUP155	32088
chr5	180861286	180861287	NM_152283	0.0	-	ZFP62	32089
chr5	178232822	178232823	NM_153373	0.0	-	PHYKPL	32090
chr5	43192067	43192068	NM_153361	0.0	+	NIM1K	32091
chr5	88268879	88268880	NM_153354	0.0	-	TMEM161B	32092
chr5	123423592	123423593	NM_153223	0.0	-	CEP120	32093
chr5	39074408	39074409	NM_152756	0.0	-	RICTOR	32094
chr5	79689835	79689836	NM_153610	0.0	+	CMYA5	32095
chr5	95646878	95646879	NM_173362	0.0	+	RFESD	32096
chr5	72507422	72507423	NM_152625	0.0	-	ZNF366	32097
chr5	112976709	112976710	NM_152624	0.0	+	DCP2	32098
chr5	170105912	170105913	NM_144769	0.0	+	FOXI1	32099
chr5	147235015	147235016	NM_145001	0.0	+	STK32A	32100
chr5	159263080	159263081	NM_145049	0.0	+	UBLCP1	32101
chr5	218182	218183	NM_145265	0.0	-	CCDC127	32102
chr5	135834675	135834676	NM_145282	0.0	+	SLC25A48	32103
chr5	43412391	43412392	NM_148672	0.0	-	CCL28	32104
chr5	140700359	140700360	NM_144723	0.0	+	ZMAT2	32105
chr5	172283791	172283792	NM_152277	0.0	-	UBTD2	32106
chr5	35991433	35991434	NM_152404	0.0	-	UGT3A1	32107
chr5	75712455	75712456	NM_152408	0.0	-	POC5	32108
chr5	134845679	134845680	NM_152409	0.0	+	C5orf24	32109
chr5	181040224	181040225	NM_152547	0.0	+	BTNL9	32110
chr5	115296290	115296291	NM_152549	0.0	-	CCDC112	32111
chr5	56952130	56952131	NM_152622	0.0	-	MIER3	32112
chr5	140855882	140855883	NM_018901	0.0	+	PCDHA10	32113
chr5	140786135	140786136	NM_018900	0.0	+	PCDHA1	32114
chr5	140966161	140966162	NM_018899	0.0	+	PCDHAC2	32115
chr5	7869103	7869104	NM_002454	0.0	+	MTRR	32116
chr5	140647785	140647786	NM_002488	0.0	-	NDUFA2	32117
chr5	53560634	53560635	NM_002495	0.0	+	NDUFS4	32118
chr5	135955034	135955035	NM_002302	0.0	-	LECT2	32119
chr5	113294915	113294916	NM_002387	0.0	-	MCC	32120
chr5	180803048	180803049	NM_002406	0.0	-	MGAT1	32121
chr5	174724571	174724572	NM_002449	0.0	+	MSX2	32122
chr5	171387703	171387704	NM_002520	0.0	+	NPM1	32123
chr5	52989325	52989326	NM_002203	0.0	+	ITGA2	32124
chr5	180292071	180292072	NM_002752	0.0	-	MAPK9	32125
chr5	51383123	51383124	NM_002202	0.0	+	ISL1	32126
chr5	69492291	69492292	NM_002538	0.0	+	OCLN	32127
chr5	141476001	141476002	NM_002588	0.0	+	PCDHGC3	32128
chr5	150155859	150155860	NM_002609	0.0	-	PDGFRB	32129
chr5	135034274	135034275	NM_002653	0.0	-	PITX1	32130
chr5	176630561	176630562	NM_003085	0.0	-	SNCB	32131
chr5	115816708	115816709	NM_001801	0.0	-	CDO1	32132
chr5	111224248	111224249	NM_001744	0.0	+	CAMK4	32133
chr5	138753395	138753396	NM_001903	0.0	+	CTNNA1	32134
chr5	107670895	107670896	NM_001962	0.0	-	EFNA5	32135
chr5	177086871	177086872	NM_002011	0.0	+	FGFR4	32136
chr5	81233319	81233320	NM_001825	0.0	+	CKMT2	32137
chr5	176416569	176416570	NM_001834	0.0	-	CLTB	32138
chr5	86617966	86617967	NM_001867	0.0	+	COX7C	32139
chr5	83721077	83721078	NM_001884	0.0	-	HAPLN1	32140
chr5	95822873	95822874	NM_002064	0.0	-	GLRX	32141
chr5	55994993	55994994	NM_002184	0.0	-	IL6ST	32142
chr5	132490773	132490774	NM_002198	0.0	-	IRF1	32143
chr5	132658172	132658173	NM_002188	0.0	+	IL13	32144
chr5	177426685	177426686	NM_002082	0.0	+	GRK6	32145
chr5	151020437	151020438	NM_002084	0.0	+	GPX3	32146
